"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물소유구분명","급수시설구분명","년도","다중이용업소여부","시설총규모","위생업종명","위생업태명","총종업원수","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"141","푸렌즈푸드","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(87무8592) ","서울특별시 영등포구 여의동로 330 (여의도동, 여의도한강공원 물빛광장(87무8592))","20160722","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00290","영업"
"142","셰프스토리","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(81저8320) ","서울특별시 영등포구 여의동로 330 (여의도동, 여의도한강공원 물빛광장(81저8320))","20160722","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00292","영업"
"143","올리베떼카페","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(87수2099) ","서울특별시 영등포구 여의동로 330 (여의도동, 여의도한강공원 물빛광장(87수2099))","20160722","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00293","영업"
"144","올리베떼그릴","서울특별시 영등포구 여의도동 8번지 여의도 한강공원 물빛광장(86버9909) ","서울특별시 영등포구 여의동로 330 (여의도동, 여의도 한강공원 물빛광장(86버9909))","20160722","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00294","영업"
"145","왕의 꼬치","서울특별시 서초구 서초동 1318-11번지 강남역 9,10번 출구 ","","20160819","운영중","","","","","10.00","137856","","","2016","N","10","휴게음식점","푸드트럭","","","202324.713141       ","443985.094905       ","3210000-104-2016-00336","영업"
"146","그릴룸","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(89주7998) ","서울특별시 영등포구 여의동로 330 (여의도동, 여의도한강공원 물빛광장(89주7998))","20160722","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00295","영업"
"147","steak box","","경기도 과천시 경마공원대로 107 (과천동)","20160825","운영중","","","","","","","","","2016","N","0","휴게음식점","푸드트럭","","","201930.71014400000  ","439084.24582200000  ","3970000-104-2016-00069","영업"
"148","포크블랙","서울특별시 마포구 상암동 487-116번지 난지안내센터앞 잔디마당 ","서울특별시 마포구 한강난지로 162 (상암동, 난지안내센터앞 잔디마당)","20160818","운영중","","","","","8.33","121832","","","2016","N","8.33","휴게음식점","푸드트럭","","","189884.62721200000  ","451498.84060300000  ","3130000-104-2016-00283","영업"
"149","정가네","서울특별시 서초구 양재동 126-1번지 영동1교 하부 ","","20160712","운영중","","","","","10.00","137891","","","2016","N","10","휴게음식점","푸드트럭","","","202569.372273       ","440714.608506       ","3210000-104-2016-00279","영업"
"150","얼라이브","서울특별시 중구 을지로7가 2-1번지 ","서울특별시 중구 을지로 281, 1층 (을지로7가)","20160628","운영중","","","","","3.30","100197","","","2016","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2016-00204","영업"
"151","와와푸드카(푸드트럭)","경기도 남양주시 와부읍 덕소리 117-1번지 주민자치센터갤러리앞,와부읍사무소와 자치센타 사이 뒷편 녹지지역) ","경기도 남양주시 와부읍 월문천로 35 (주민자치센터갤러리앞,와부읍사무소와 자치센타 사이 뒷편 녹지지역))","20160421","운영중","","","","","10.00","472901","","","","","","","","","","219096              ","453690              ","3990000-104-2016-00077","영업"
"152","시장주스","광주광역시 동구 학동 55번지 ","광주광역시 동구 제봉로 7 (학동)","20161026","운영중","","","","","8.58","501841","","","2016","N","8.58","휴게음식점","푸드트럭","","","192879.95156400000  ","182511.65180800000  ","3590000-104-2016-00069","영업"
"153","청춘","광주광역시 동구 학동 55번지 ","광주광역시 동구 제봉로 7 (학동)","20161026","운영중","","","","","9.34","501841","","","2016","N","9.34","휴게음식점","푸드트럭","","","192879.95156400000  ","182511.65180800000  ","3590000-104-2016-00070","영업"
"154","FFNC(킨텍스전시장)","경기도 고양시 일산서구 대화동 2700번지 킨텍스제2전시장 7~8A홀 일부 ","경기도 고양시 일산서구 킨텍스로 217-59 (대화동, 킨텍스제2전시장 7~8A홀 일부)","20161116","운영중","","","","","","411766","","","2016","N","0","휴게음식점","푸드트럭","","","177161              ","462668              ","4100100-104-2016-00273","영업"
"155","오빠손맛(킨텍스전시장)","경기도 고양시 일산서구 대화동 2700번지 킨텍스제2전시장 7~8A홀 일부 ","경기도 고양시 일산서구 킨텍스로 217-59 (대화동, 킨텍스제2전시장 7~8A홀 일부)","20161116","운영중","","","","","","411766","","","2016","N","0","휴게음식점","푸드트럭","","","177161              ","462668              ","4100100-104-2016-00274","영업"
"156","소바트럭(킨텍스전시장)","경기도 고양시 일산서구 대화동 2700번지 킨텍스제2전시장 7~8A홀 일부 ","경기도 고양시 일산서구 킨텍스로 217-59 (대화동, 킨텍스제2전시장 7~8A홀 일부)","20161116","운영중","","","","","","411766","","","2016","N","0","휴게음식점","푸드트럭","","","177161              ","462668              ","4100100-104-2016-00275","영업"
"157","매직킹(킨텍스전시장)","경기도 고양시 일산서구 대화동 2700번지 킨텍스제2전시장 7홀 일부 ","경기도 고양시 일산서구 킨텍스로 217-59 (대화동, 킨텍스제2전시장 7홀 일부)","20161116","운영중","","","","","","411766","","","2016","N","0","휴게음식점","푸드트럭","","","177161              ","462668              ","4100100-104-2016-00276","영업"
"158","먹구가자","서울특별시 서초구 반포동 123번지 성모병원 앞 ","","20161130","운영중","","","","","10.00","137040","","","2016","N","10","휴게음식점","푸드트럭","","","200389.435825       ","444438.466255       ","3210000-104-2016-00466","영업"
"159","그니식당","세종특별자치시 연기면 세종리 1201번지 ","세종특별자치시 연기면 다솜로 216","20161005","운영중","","","","","4.69","339821","","","2016","N","4.69","휴게음식점","푸드트럭","","","224200.52434800000  ","333429.26358700000  ","5690000-104-2016-00129","영업"
"160","미스터버거","경기도 양주시 장흥면 석현리 392-7번지 (A-6) ","","20161130","운영중","","","","","9.10","482812","","상수도전용","2016","N","9.1","휴게음식점","푸드트럭","","","195449.157486       ","469721.407543       ","5590000-104-2016-00109","영업"
"161","원더트럭","서울특별시 중구 무교동 45번지 서울시청삼거리~모전교 제3회서울김장문화제 ","서울특별시 중구 무교로 21 (무교동, 서울시청삼거리~모전교 제3회서울김장문화제)","20161026","운영중","","","","","9.50","100170","","","2016","N","9.5","휴게음식점","푸드트럭","","","198122.00197800000  ","452035.38569100000  ","3010000-104-2016-00333","영업"
"162","푸드카 마을","전라남도 보성군 보성읍 봉산리 1265번지 ","","20161214","운영중","","","","","16.40","546804","","","2016","N","16.4","휴게음식점","푸드트럭","","","207834.08171        ","135260.436152       ","4890000-104-2016-00016","영업"
"163","두드림","경상북도 의성군 의성읍 원당리 208-1번지 ","경상북도 의성군 의성읍 경북대로 5690","20161216","운영중","","","","","","769804","","","2016","N","0","휴게음식점","푸드트럭","","","350472              ","318079              ","5150000-104-2016-00020","영업"
"164","오!맛난집","서울특별시 서초구 서초동 1318-8번지 강남역 9번,10번출구, 서초초등학교 앞, 지오다노 앞 ","서울특별시 서초구 강남대로 399 (서초동, 강남역 9번10번출구 외 2개소 )","20161201","운영중","","","","","10.00","137856","","","2016","N","10","휴게음식점","푸드트럭","","","202373.60862600000  ","444312.08637300000  ","3210000-104-2016-00468","영업"
"165","여왕벌","인천광역시 계양구 평동 35-1번지 경인 아라뱃길 푸드트럭 일반존Ⅰ(인천)(벌발교③) ","","20161109","운영중","","","","","15.00","407400","","","2016","N","15","휴게음식점","푸드트럭","","","179784.936888       ","453377.899341       ","3550000-104-2016-00141","영업"
"166","오즈 플레이트(oz plate)","경기도 고양시 일산서구 대화동 2700번지 킨텍스 제2전시장 7홀 일부 ","경기도 고양시 일산서구 킨텍스로 217-59 (대화동, 킨텍스 제2전시장 7홀 일부)","20161118","운영중","","","","","8.00","411766","","","2016","N","8","휴게음식점","푸드트럭","","","177161              ","462668              ","4100100-104-2016-00278","영업"
"167","베스트푸드","경상남도 김해시 수가동 1333번지 렛츠런파크부산경남 분수광장 옆 ","경상남도 김해시 가락대로 929-1 (수가동, 렛츠런파크부산경남 분수광장 옆)","20161118","운영중","","","","","9.00","621310","","","2016","N","9","휴게음식점","푸드트럭","","","370597.98677700000  ","186043.59657300000  ","5350000-104-2016-00266","영업"
"168","통일써니","경상남도 김해시 수가동 1333번지 렛처런파크부산경남분수광장 옆 ","경상남도 김해시 가락대로 929-1 (수가동, 렛처런파크부산경남분수광장 옆)","20161118","운영중","","","","","9.00","621310","","상수도전용","2016","N","9","휴게음식점","푸드트럭","","","370597.98677700000  ","186043.59657300000  ","5350000-104-2016-00267","영업"
"169","신가네","서울특별시 중구 필동2가 84-1번지 남산한옥마을 전통공원 내 임대자가 지정한 위치 ","서울특별시 중구 퇴계로34길 28 (필동2가, 남산한옥마을 전통공원 내 임대자가 지정한 위치)","20170220","운영중","","","","","10.00","100272","","","2017","N","10","휴게음식점","푸드트럭","","","199549.50101600000  ","451119.82859000000  ","3010000-104-2017-00046","영업"
"170","헝그리덕","부산광역시 기장군 기장읍 신천리 1번지 ","부산광역시 기장군 기장읍 기장대로 560 (기장군청내 구내식당앞 공터)","20170303","운영중","","","","","10.00","619906","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","402377.70669200000  ","196487.04268600000  ","3400000-104-2017-00012","영업"
"171","달달한형제들","서울특별시 강남구 삼성동 159번지 ","서울특별시 강남구 영동대로 513 (삼성동, 코엑스 동측광장)","20170330","운영중","","","","","5.00","135090","","","2017","N","5","휴게음식점","푸드트럭","","","205230.34201100000  ","445818.07172100000  ","3220000-104-2017-00193","영업"
"172","오빠손맛","서울특별시 강남구 삼성동 159번지 ","서울특별시 강남구 영동대로 513 (삼성동, 코엑스 동측광장)","20170330","운영중","","","","","10.00","135090","","","2017","N","10","휴게음식점","푸드트럭","","","205230.34201100000  ","445818.07172100000  ","3220000-104-2017-00195","영업"
"173","일호만두","서울특별시 강남구 삼성동 159번지 ","서울특별시 강남구 영동대로 513 (삼성동, 코엑스 동측광장)","20170330","운영중","","","","","10.00","135090","","","2017","N","10","휴게음식점","푸드트럭","","","205230.34201100000  ","445818.07172100000  ","3220000-104-2017-00196","영업"
"174","알엔씨개발 푸드트럭1호점","","경기도 광주시 도척면 도척윗로 278, 1층 (곤지암리조트 빛의광장(시계탑광장 패밀리마켓 앞))","20170308","운영중","","","","","10.43","","","상수도전용","2017","N","12.06","휴게음식점","푸드트럭","","02  32730125","226436              ","426200              ","5540000-104-2017-00030","영업"
"175","알엔씨개발 푸드트럭3호점","","경기도 광주시 도척면 도척윗로 278 (곤지암리조트 3(화담숲입구 3~11월), 7(슬로프앞데크 12~2월))","20170308","운영중","","","","","9.36","","","상수도전용","2017","N","9.36","휴게음식점","푸드트럭","","02  32730125","226436              ","426200              ","5540000-104-2017-00032","영업"
"176","알엔씨개발 푸드트럭4호점","","경기도 광주시 도척면 도척윗로 278 (곤지암리조트 4(화담숲입구 3~11월), 8(슬로프앞데크 12~2월))","20170308","운영중","","","","","12.06","","","상수도전용","2017","N","12.06","휴게음식점","푸드트럭","","","226436              ","426200              ","5540000-104-2017-00033","영업"
"177","유명한핫도그","제주특별자치도 서귀포시 표선면 가시리 산 158-4번지 ","","20170413","운영중","","","","","8.85","699911","","","2017","N","8.85","휴게음식점","푸드트럭","","","170642.058805       ","-11252.7008495      ","6520000-104-2017-00063","영업"
"178","11:45헝그리타임","울산광역시 남구 신정동 1513번지 태화교 밑 태화강둔치 건강박람회A관 ","","20170413","운영중","","","","","8.67","680827","","","2017","N","0","휴게음식점","푸드트럭","","","409186.832188       ","230304.842289       ","3700000-104-2017-00067","영업"
"179","카우보이","울산광역시 남구 신정동 1513번지 태화교 밑 태화강둔치 건강박람회A관 ","","20170413","운영중","","","","","8.67","680827","","","2017","N","0","휴게음식점","푸드트럭","","","409186.832188       ","230304.842289       ","3700000-104-2017-00068","영업"
"180","듀피에","울산광역시 남구 신정동 1513번지 태화교 밑 태화강둔치 건강박람회A관 ","","20170413","운영중","","","","","8.67","680827","","","2017","N","0","휴게음식점","푸드트럭","","","409186.832188       ","230304.842289       ","3700000-104-2017-00069","영업"
"181","욱대장","세종특별자치시 조치원읍 침산리 226-1번지 ","세종특별자치시 조치원읍 문예회관길 22","20170413","운영중","","","","","8.97","339887","","","2017","N","8.97","휴게음식점","푸드트럭","","","225754.94020700000  ","344643.16214600000  ","5690000-104-2017-00061","영업"
"182","삼형제푸드","세종특별자치시 조치원읍 침산리 226-1번지 ","세종특별자치시 조치원읍 문예회관길 22","20170413","운영중","","","","","9.58","339887","","","2017","N","9.58","휴게음식점","푸드트럭","","","225754.94020700000  ","344643.16214600000  ","5690000-104-2017-00062","영업"
"183","탄이네","세종특별자치시 조치원읍 침산리 226-1번지 ","세종특별자치시 조치원읍 문예회관길 22","20170413","운영중","","","","","9.03","339887","","","2017","N","9.03","휴게음식점","푸드트럭","","","225754.94020700000  ","344643.16214600000  ","5690000-104-2017-00063","영업"
"184","부릉부릉키친","강원도 강릉시 포남동 208번지 강릉올림픽파크 ","","20170215","운영중","","","","","10.00","210957","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","367255.322361       ","476699.958211       ","4200000-104-2017-00020","영업"
"185","떡모푸드","강원도 강릉시 포남동 208번지 강릉올림픽파크 ","","20170215","운영중","","","","","10.00","210957","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","367255.322361       ","476699.958211       ","4200000-104-2017-00021","영업"
"186","사쿠라데쓰","서울특별시 종로구 서린동 43-3번지 청계천로보행전용거리 ","","20170413","운영중","","","","","9.00","110110","","","2017","N","9","휴게음식점","푸드트럭","","","198332.884663       ","451862.244367       ","3000000-104-2017-00086","영업"
"187","티키타코","서울특별시 종로구 서린동 43-3번지 청계천로보행전용거리 ","","20170413","운영중","","","","","9.00","110110","","","2017","N","9","휴게음식점","푸드트럭","","","198332.884663       ","451862.244367       ","3000000-104-2017-00087","영업"
"188","포지타노","경기도 안산시 단원구 초지동 666-1번지 와스타디움E동 GATE3 우측 ","경기도 안산시 단원구 화랑로 260 (초지동, 와스타디움E동 GATE3 우측)","20170407","운영중","","","","","5.53","425866","","","2017","N","5.53","휴게음식점","푸드트럭","","","183734.28839700000  ","424484.56330700000  ","5560000-104-2017-00057","영업"
"189","빵플","경기도 안산시 단원구 초지동 667번지 화랑유원지 내 화랑저수지와 미술관 사이 ","경기도 안산시 단원구 동산로 268 (초지동, 화랑유원지 내 화랑저수지와 미술관 사이)","20170407","운영중","","","","","5.53","425866","","","2017","N","0","휴게음식점","푸드트럭","","","183494.24219500000  ","425172.94559600000  ","5560000-104-2017-00058","영업"
"190","마시가이따","경상남도 김해시 수가동 1333번지 더비랜드 내 ","경상남도 김해시 가락대로 929-1 (수가동, 더비랜드 내)","20170421","운영중","","","","","225.00","621310","","상수도전용","2017","N","225","휴게음식점","푸드트럭","","","370597.98677700000  ","186043.59657300000  ","5350000-104-2017-00105","영업"
"191","소타워즈","경상남도 김해시 수가동 1333번지 더비랜드 내 ","경상남도 김해시 가락대로 929-1 (수가동, 더비랜드 내)","20170421","운영중","","","","","225.00","621310","","상수도전용","2017","N","225","휴게음식점","푸드트럭","","","370597.98677700000  ","186043.59657300000  ","5350000-104-2017-00106","영업"
"192","츄앤츄(푸드트럭)","서울특별시 송파구 신천동 32번지 ","서울특별시 송파구 잠실로 180 (신천동, 송파관광정보센터와 롯데월드몰 사잇길 중 푸드코트 구역)","20170317","운영중","","","","","10.00","138934","","","2017","N","10","휴게음식점","푸드트럭","","","209174.11076800000  ","445816.78735300000  ","3230000-104-2017-00087","영업"
"193","알피(ALPI)","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170323","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00099","영업"
"194","서울맛차2","서울특별시 중구 을지로7가 21-1번지 DDP팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP팔거리광장)","20170323","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00100","영업"
"195","서울맛차1","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170323","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00101","영업"
"196","푸디어올치","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170323","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00102","영업"
"197","두놈","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170323","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00103","영업"
"198","LED꿈꾸는솜사탕","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170323","운영중","","","","","10.00","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00105","영업"
"199","타이완 큐브스테이크","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170323","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00106","영업"
"200","쿡 스토리","전라남도 완도군 완도읍 가용리 1100번지 ","전라남도 완도군 완도읍 해변공원로 84","20170410","운영중","","","","","10.00","537801","","","2017","N","10","휴게음식점","푸드트럭","","","176798.025332       ","91773.5188419       ","4990000-104-2017-00015","영업"
"201","동이","대전광역시 대덕구 미호동 43번지 동편 잔디광장 일원 ","","20170403","운영중","","","","","5.20","306180","","","2017","N","5.2","휴게음식점","푸드트럭","","","242610.359431       ","330429.569242       ","3680000-104-2017-00022","영업"
"202","레스토랑","대전광역시 대덕구 미호동 43번지 동편 잔디광장 일원 ","","20170403","운영중","","","","","5.09","306180","","","2017","N","5.09","휴게음식점","푸드트럭","","","242610.359431       ","330429.569242       ","3680000-104-2017-00023","영업"
"203","아재김밥","대전광역시 대덕구 미호동 43번지 동편 잔디광장 일원 ","","20170403","운영중","","","","","5.17","306180","","","2017","N","5.17","휴게음식점","푸드트럭","","","242610.359431       ","330429.569242       ","3680000-104-2017-00024","영업"
"204","섬마을기행기","경상남도 통영시 사량면 금평리 산 55-1번지 ","","20170221","운영중","","","","","30.00","650931","","","2017","N","30","휴게음식점","푸드트럭","","","310813.215327       ","150721.576888       ","5330000-104-2017-00012","영업"
"205","한입만 푸드트럭","서울특별시 송파구 잠실동 10-1번지 ","서울특별시 송파구 올림픽로 25 (잠실동, 잠실종합운동장 축구장 내)","20170417","운영중","","","","","3.30","138889","","","2017","N","3.3","휴게음식점","푸드트럭","","","206769.66083200000  ","446304.78407800000  ","3230000-104-2017-00154","영업"
"206","셰프리푸드트럭","서울특별시 송파구 방이동 88번지 ","서울특별시 송파구 올림픽로 424 (방이동, 올림픽공원내)","20170417","운영중","","","","","9.00","138829","","","2017","N","9","휴게음식점","푸드트럭","","","211493.64253400000  ","447159.31817300000  ","3230000-104-2017-00156","영업"
"207","꿀삐닭강정","경상남도 김해시 대성동 434번지 대성동고분군 내 1-1 ","경상남도 김해시 가야의길 126 (대성동, 대성동고분군 내 1-1)","20170328","운영중","","","","","12.50","621050","","","2017","N","12.5","휴게음식점","푸드트럭","","","370517.03531200000  ","195116.63640900000  ","5350000-104-2017-00071","영업"
"208","먹즈아","경상남도 김해시 대성동 434번지 대성동고분군 내 1-3 ","경상남도 김해시 가야의길 126 (대성동, 대성동고분군 내 1-3)","20170328","운영중","","","","","12.50","621050","","","2017","N","12.5","휴게음식점","푸드트럭","","","370517.03531200000  ","195116.63640900000  ","5350000-104-2017-00072","영업"
"209","집나온형제","경상남도 김해시 대성동 434번지 대성동고분군 박물관 광장 2-4 ","경상남도 김해시 가야의길 126 (대성동, 대성동고분군 박물관 광장 2-4)","20170328","운영중","","","","","12.50","621050","","","2017","N","12.5","휴게음식점","푸드트럭","","","370517.03531200000  ","195116.63640900000  ","5350000-104-2017-00073","영업"
"210","간다GO","경상남도 김해시 봉황동 496번지 수릉원 서편 입구 3-1 ","","20170328","운영중","","","","","12.50","621040","","","2017","N","12.5","휴게음식점","푸드트럭","","","370616.624592       ","194577.452258       ","5350000-104-2017-00074","영업"
"211","런카페","인천광역시 강화군 강화읍 갑곳리 1089-8번지 ","","20170306","운영중","","","","","10.00","417942","","","2017","N","10","휴게음식점","푸드트럭","","","155980.059141       ","471170.200219       ","3570000-104-2017-00009","영업"
"212","네발낙지","강원도 평창군 대관령면 횡계리 661번지 대관령눈꽃축제장 ","강원도 평창군 대관령면 사부랑길 62-2 (대관령눈꽃축제장)","20170203","운영중","","","","","10.00","232951","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","351050.74802300000  ","467410.01118300000  ","4280000-104-2017-00003","영업"
"213","쉬림프강정","강원도 평창군 대관령면 횡계리 661번지 대관령눈꽃축제장 ","강원도 평창군 대관령면 사부랑길 62-2 (대관령눈꽃축제장)","20170203","운영중","","","","","10.00","232951","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","351050.74802300000  ","467410.01118300000  ","4280000-104-2017-00004","영업"
"214","쉬림프스토어","제주특별자치도 서귀포시 표선면 가시리 산 158-4번지 ","","20170330","운영중","","","","","9.14","699911","","","2017","N","9.14","휴게음식점","푸드트럭","","","170642.058805       ","-11252.7008495      ","6520000-104-2017-00050","영업"
"215","리틀하바나","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(83나8061) ","서울특별시 영등포구 여의동로 330 (여의도동, 여의도한강공원 물빛광장(83나8061))","20170323","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00079","영업"
"216","핑크피그","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(86소5488) ","서울특별시 영등포구 여의동로 330 (여의도동, 여의도한강공원 물빛광장(86소5488))","20170323","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00080","영업"
"217","구레잇!(9reat!)","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(91어7240) ","서울특별시 영등포구 여의동로 330 (여의도동, 여의도한강공원 물빛광장(91어7240))","20170323","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00082","영업"
"218","청년탕수육","대전광역시 대덕구 미호동 43번지 동편잔디광장 일원 ","","20170327","운영중","","","","","5.28","306180","","","2017","N","5.28","휴게음식점","푸드트럭","","","242610.359431       ","330429.569242       ","3680000-104-2017-00021","영업"
"219","HONGGOON COFFEE(홍군커피)","세종특별자치시 조치원읍 평리 120번지 ","","20170327","운영중","","","","","9.49","339885","","","2017","N","9.49","휴게음식점","푸드트럭","","","226995.574811       ","345004.919226       ","5690000-104-2017-00040","영업"
"220","푸드버스","세종특별자치시 조치원읍 평리 120번지 ","","20170327","운영중","","","","","9.81","339885","","","2017","N","9.81","휴게음식점","푸드트럭","","","226995.574811       ","345004.919226       ","5690000-104-2017-00041","영업"
"221","놈놈스테이크","세종특별자치시 조치원읍 평리 120번지 ","","20170327","운영중","","","","","9.39","339885","","","2017","N","9.39","휴게음식점","푸드트럭","","","226995.574811       ","345004.919226       ","5690000-104-2017-00042","영업"
"222","소울푸드(SOUL FOOD)","경기도 화성시 청계동 510-385번지 ","경기도 화성시 중리길 183 (청계동, 리베라CC클럽하우스)","20170407","운영중","","","","","6.00","445140","","","2017","N","6","휴게음식점","푸드트럭","","","210017.20777500000  ","410137.85712100000  ","5530000-104-2017-00089","영업"
"223","티키타코","서울특별시 영등포구 여의도동 86-7번지 여의도한강공원 민속놀이마당 일원 ","","20170407","운영중","","","","","9.00","150897","","","2017","N","9","휴게음식점","푸드트럭","","","194794.056976       ","446552.633063       ","3180000-104-2017-00103","영업"
"224","칠링키친","경기도 수원시 팔달구 화서동 43-7번지 굿모닝하우스 잔디광장 ","경기도 수원시 팔달구 팔달로 168 (화서동, 굿모닝하우스 잔디광장)","20170407","운영중","","","","","16.00","442858","","","2017","N","16","휴게음식점","푸드트럭","","","200579              ","420074              ","3770000-104-2017-00057","영업"
"225","누나네곱창","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 (을지로7가, DDP 팔거리광장)","20170328","운영중","","","","","3.30","100197","","","2017","N","3.3","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2017-00107","영업"
"226","셰프의 포스","전라남도 완도군 완도읍 가용리 1100번지 ","전라남도 완도군 완도읍 해변공원로 84","20170407","운영중","","","","","5.00","537801","","","2017","N","5","휴게음식점","푸드트럭","","","176798.025332       ","91773.5188419       ","4990000-104-2017-00013","영업"
"227","셰프의 밥","전라남도 완도군 완도읍 가용리 1100번지 ","전라남도 완도군 완도읍 해변공원로 84","20170407","운영중","","","","","5.00","537801","","","2017","N","5","휴게음식점","푸드트럭","","","176798.025332       ","91773.5188419       ","4990000-104-2017-00014","영업"
"228","로사F&A 1호","전라남도 완도군 완도읍 가용리 1100번지 ","전라남도 완도군 완도읍 해변공원로 84","20170406","운영중","","","","","10.00","537801","","","2017","N","10","휴게음식점","푸드트럭","","","176798.025332       ","91773.5188419       ","4990000-104-2017-00011","영업"
"229","로사F&A 2호","전라남도 완도군 완도읍 가용리 1100번지 ","전라남도 완도군 완도읍 해변공원로 84","20170406","운영중","","","","","10.00","537801","","","2017","N","10","휴게음식점","푸드트럭","","","176798.025332       ","91773.5188419       ","4990000-104-2017-00012","영업"
"230","미스터웨건","울산광역시 중구 성남동 201번지 성남둔치 ","","20170220","운영중","","","","","3.50","681812","","","2017","N","3.5","휴게음식점","푸드트럭","","","410052.648842       ","230575.007524       ","3690000-104-2017-00014","영업"
"231","이지스테이크","충청남도 공주시 웅진동 360번지 ","충청남도 공주시 관광단지길 34 (웅진동)","20170425","운영중","","","","","9.15","314020","","","2017","N","9.15","휴게음식점","푸드트럭","","","210128.69715900000  ","329817.17852200000  ","4500000-104-2017-00019","영업"
"232","베스트 푸드","서울특별시 서초구 양재동 12-9번지 양재역 5번출구 앞 ","","20170425","운영중","","","","","10.00","137887","","","2017","N","10","휴게음식점","푸드트럭","","","203035.132757       ","442466.387592       ","3210000-104-2017-00188","영업"
"233","에이치 제이 (황제카스테라)","경상남도 김해시 봉황동 496번지 수릉원 서편 입구 3-4 ","","20170330","운영중","","","","","12.50","621040","","","2017","N","12.5","휴게음식점","푸드트럭","","","370616.624592       ","194577.452258       ","5350000-104-2017-00079","영업"
