"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물소유구분명","급수시설구분명","년도","다중이용업소여부","시설총규모","위생업종명","위생업태명","총종업원수","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"897","원모어타코","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281, DDP 팔거리광장 (을지로7가)","20180329","운영중","","","","","10.00","100197","","","2018","N","10","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00074","영업"
"898","아시안 트럭","서울특별시 중구 다동 13번지 청계천 보행자 전용거리(광통교 일대) ","","20180329","운영중","","","","","10.00","100180","","","2018","N","10","휴게음식점","푸드트럭","","","198333.02863        ","451838.547213       ","3010000-104-2018-00075","영업"
"899","달밤","서울특별시 중구 다동 13번지 청계천로 보행자 전용거리(광통교 일대) ","","20180329","운영중","","","","","9.00","100180","","","2018","N","9","휴게음식점","푸드트럭","","","198333.02863        ","451838.547213       ","3010000-104-2018-00076","영업"
"900","taek's","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281, DDP 팔거리광장 (을지로7가)","20180329","운영중","","","","","9.00","100197","","","2018","N","9","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00077","영업"
"901","쉬림플라워","서울특별시 중구 다동 13번지 청계천로 보행자 전용거리(광통교 일대) ","","20180329","운영중","","","","","10.00","100180","","","2018","N","10","휴게음식점","푸드트럭","","","198333.02863        ","451838.547213       ","3010000-104-2018-00078","영업"
"902","와플라스","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281, DDP 팔거리광장 (을지로7가)","20180329","운영중","","","","","9.00","100197","","","2018","N","9","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00080","영업"
"903","요세브라더스","서울특별시 중구 다동 13번지 청계천 보행자 전용거리(광통교 일대) ","","20180329","운영중","","","","","12.00","100180","","","2018","N","12","휴게음식점","푸드트럭","","","198333.02863        ","451838.547213       ","3010000-104-2018-00081","영업"
"904","미트 플레이스","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281, DDP 팔거리광장 (을지로7가)","20180329","운영중","","","","","5.00","100197","","","2018","N","5","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00082","영업"
"905","푸디트럭","서울특별시 은평구 녹번동 153-31번지 은평평화공원앞 ","","20180129","운영중","","","","","9.00","122834","","상수도전용","2018","N","9","휴게음식점","푸드트럭","","","193155.166847       ","455901.435599       ","3110000-104-2018-00016","영업"
"906","오늘은 덮밥","경기도 수원시 영통구 원천동 산 5-1번지 아주대학교 원천정보관 비상계단 앞 공지 ","경기도 수원시 영통구 월드컵로 206, 아주대학교  (원천동)","20180226","운영중","","","","","10.00","443380","","","2018","N","10","휴게음식점","푸드트럭","","","203977              ","419689              ","5610000-104-2018-00027","영업"
"907","커피하나무라","경기도 과천시 주암동 685번지 한국마사회 ","경기도 과천시 경마공원대로 107, 한국마사회 1층 (주암동)","20180404","운영중","","","","","10.00","427711","","","2018","N","10","휴게음식점","푸드트럭","","","201930.71014400000  ","439084.24582200000  ","3970000-104-2018-00017","영업"
"908","어린왕자","부산광역시 연제구 거제동 1299번지 부산아시아드주경기장 ","부산광역시 연제구 월드컵대로 344, 부산아시아드주경기장 앞 중앙광장 푸드트럭존 (거제동)","20171222","운영중","","","","","4.00","611809","","","2017","N","0","휴게음식점","푸드트럭","","","387481.65207400000  ","190124.85433000000  ","3370000-104-2017-00087","영업"
"909","웅푸드","부산광역시 연제구 거제동 1299번지 부산아시아드주경기장 앞 중앙광장 ","부산광역시 연제구 월드컵대로 344, 부산아시아드주경기장 앞 중앙광장 (거제동)","20171222","운영중","","","","","","611809","","","2017","N","0","휴게음식점","푸드트럭","","","387481.65207400000  ","190124.85433000000  ","3370000-104-2017-00088","영업"
"910","레드마후라","서울특별시 마포구 성산동 661번지 ","서울특별시 마포구 증산로 87, 문화비축기지 내 (성산동)","20180405","운영중","","","","","10.00","121250","","","2018","N","10","휴게음식점","푸드트럭","","","190726.82155000000  ","452316.92635700000  ","3130000-104-2018-00107","영업"
"911","현민푸드","경기도 김포시 운양동 1325-1번지 김포한강 아트빌리지(아트센터) ","경기도 김포시 모담공원로 170, 김포한강 아트빌리지(아트센터) (운양동)","20180406","운영중","","","","","10.00","415050","","","2018","N","10","휴게음식점","푸드트럭","","","172318.320156       ","460729.1467         ","4090000-104-2018-00081","영업"
"912","도시캠핑","부산광역시 연제구 연산동 1000번지 부산광역시청, 부산광역시의회 ","부산광역시 연제구 중앙대로 1001, 시청~경찰청 사이 중앙통로 (연산동)","20171229","운영중","","","","","","611735","","","2017","N","0","휴게음식점","푸드트럭","","","389072.43817000000  ","189090.55095500000  ","3370000-104-2017-00092","영업"
"913","샹스마라탕","서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대 
, 스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ","서울특별시 영등포구 여의동로 330, 여의도한강공원 이벤트광장 일대 
, 스트라스부르와 함께하는 2017 서울 크리스마스 마켓 (여의도동)","20171213","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00348","영업"
"914","허클베리핀","서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대 
, 스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ","서울특별시 영등포구 여의동로 330, 여의도한강공원 이벤트광장 일대 
, 스트라스부르와 함께하는 2017 서울 크리스마스 마켓 (여의도동)","20171213","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00349","영업"
"915","네발낙지","서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대 
, 스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ","서울특별시 영등포구 여의동로 330, 여의도한강공원 이벤트광장 일대 
, 스트라스부르와 함께하는 2017 서울 크리스마스 마켓 (여의도동)","20171213","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00350","영업"
"916","푸드캠프","서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대 
, 스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ","서울특별시 영등포구 여의동로 330, 여의도한강공원 이벤트광장 일대 
, 스트라스부르와 함께하는 2017 서울 크리스마스 마켓 (여의도동)","20171213","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00351","영업"
"917","락앤롤","경기도 안산시 상록구 장하동 151번지 서서울TG(목포)졸음쉼터 내(차량99나6040) ","경기도 안산시 상록구 장하로 141-2, 서서울TG(목포)졸음쉼터 내(차량99나6040) (장하동)","20171213","운영중","","","","","28.09","426420","","","2017","N","0","휴게음식점","푸드트럭","","","187772.64622000000  ","428412.68702200000  ","5550000-104-2017-00144","영업"
"918","쿠킹홀리데이","서울특별시 마포구 성산동 661번지 ","서울특별시 마포구 증산로 87 (성산동)","20180419","운영중","","","","","10.00","121250","","","2018","N","10","휴게음식점","푸드트럭","","","190726.82155000000  ","452316.92635700000  ","3130000-104-2018-00125","영업"
"919","그린카페","강원도 춘천시 송암동 301번지 춘천시종합경기장 ","강원도 춘천시 스포츠타운길 136, 춘천시종합경기장 (송암동)","20180227","운영중","","","","","9.40","200210","","","2018","N","9.4","휴게음식점","푸드트럭","","","261010.54458900000  ","484236.78015100000  ","4180000-104-2018-00030","영업"
"920","오산누들누들","경기도 오산시 오산동 49번지 오산종합운동장 ","경기도 오산시 경기동로 15, 오산종합운동장 (오산동)","20180424","운영중","","","","","10.00","447800","","상수도전용","2018","N","10","휴게음식점","푸드트럭","","","206574.27502200000  ","406490.92392700000  ","4000000-104-2018-00031","영업"
"921","행복상자","경상북도 포항시 남구 송도동 254-100번지 송림테마거리일원 ","","20180430","운영중","","","","","6.60","790829","","상수도전용","2018","N","6.6","휴게음식점","푸드트럭","","","414002.646837       ","285144.601263       ","5030000-104-2018-00049","영업"
"922","코끼리식당","대전광역시 유성구 구성동 23번지 한국과학기술원 E동 11호","대전광역시 유성구 대학로 291, 한국과학기술원 E동 11호 (구성동)","20180501","운영중","","","","","10.00","305701","","","2018","N","10","휴게음식점","푸드트럭","","","233180.59808200000  ","319812.12350000000  ","3670000-104-2018-00062","영업"
"923","88's TRUCK(88트럭)","서울특별시 은평구 증산동 184-9번지 증산종합시장 야시장 ","서울특별시 은평구 증산로3길 12, 증산종합시장 야시장 (증산동)","20180416","운영중","","","","","8.90","122937","","","2018","N","8.9","휴게음식점","푸드트럭","","","191614.15550600000  ","453550.41200700000  ","3110000-104-2018-00059","영업"
"924","짱츄닭","충청남도 부여군 부여읍 동남리 725번지 부여군청 광장 ","충청남도 부여군 부여읍 사비로 33, 부여군청","20171229","운영중","","","","",".00","323806","","","2017","N","0","휴게음식점","푸드트럭","","","191939.71186400000  ","308656.77989200000  ","4570000-104-2017-00081","영업"
"925","굿데이오빠곱창","서울특별시 마포구 신수동 1-1번지 서강대학교 ","서울특별시 마포구 백범로 35, 서강대학교 (신수동)","20180516","운영중","","","","","10.00","121742","","","2018","N","10","휴게음식점","푸드트럭","","","195027.39359400000  ","450464.89263400000  ","3130000-104-2018-00168","영업"
"926","FOOD4U","전라북도 김제시 검산동 산 62-1번지 청소년 수련관 ","전라북도 김제시 도작로 224-32, 청소년 수련관 (검산동)","20180123","운영중","","","","","10.00","576080","","","2018","N","10","휴게음식점","푸드트럭","","","191033.73173900000  ","257499.58862400000  ","4710000-104-2018-00002","영업"
"927","카페베리","전라북도 고창군 심원면 월산리 247-16번지 ","전라북도 고창군 심원면 심원로 270-66","20180517","운영중","","","","","12.01","585923","","","2018","N","12.01","휴게음식점","푸드트럭","","","160110.889876       ","225189.340056       ","4780000-104-2018-00005","영업"
"928","브라더또띠아","경기도 평택시 용이동 605번지 평택대학교 ","경기도 평택시 서동대로 3825, 평택대학교 (용이동)","20180402","운영중","","","","","10.00","450701","","","2018","N","10","휴게음식점","푸드트럭","","","212006.24240900000  ","388625.63436100000  ","3910000-104-2018-00048","영업"
