EVENT	SECTOR	DATE	INFLOW_CD	INFLOW_NM1	INFLOW_NM2	INFLOW_NM3	INFLOW_NM4	SUM	SUM_M	SUM_F	M_0004	M_0509	M_1014	M_1519	M_2024	M_2529	M_3034	M_3539	M_4044	M_4549	M_5054	M_5559	M_6064	M_6569	M_70U	F_0004	F_0509	F_1014	F_1519	F_2024	F_2529	F_3034	F_3539	F_4044	F_4549	F_5054	F_5559	F_6064	F_6569	F_70U
CULTURE	1	20140816	1111000000	서울특별시	종로구			2601.648215	1391.372889	1210.275326	158.283629	154.349645	127.477997	71.371139	6.809388	96.648043	114.239929	106.831985	113.478514	98.059836	130.277258	140.56431	24.995603	16.10501	31.880603	158.283629	157.28427	124.987532	73.988507	24.583168	84.941269	34.307088	3.763722	87.400007	72.013055	106.276785	66.207257	48.79832	82.760657	84.68006
CULTURE	1	20140816	1123000000	서울특별시	동대문구			2429.383387	1399.455811	1029.927576	152.869443	150.008333	129.649526	105.042405	61.376981	39.108667	46.139272	37.965798	94.313112	79.668642	138.656374	222.464036	101.509237	26.576532	14.107453	152.869443	150.623117	140.841747	98.169436	4.310318	52.547213	63.447805	25.924441	32.992354	13.697597	105.662969	123.846387	17.677929	19.587437	27.729383
CULTURE	1	20140816	4700000000	경상북도				2442.763208	1228.377769	1214.385439	136.787025	135.221829	112.190078	88.322611	5.171284	131.994645	111.739168	28.691716	37.133859	51.411845	82.687434	159.112903	4.710933	48.81735	94.385089	136.787025	128.054506	114.909694	31.791418	9.378191	19.959198	20.679236	36.161219	38.975266	94.337873	221.87655	176.415047	47.78569	55.453498	81.821028
CULTURE	1	20140816	1141000000	서울특별시	서대문구			2656.485875	1283.243432	1373.242443	153.677456	151.978283	144.209465	93.985814	6.241468	70.392896	66.953704	67.051734	121.531489	56.627957	100.781964	139.315628	67.198777	14.827197	28.4696	153.677456	146.692873	116.254791	83.398655	56.301192	122.266707	61.553926	31.287395	58.482342	96.779103	100.790133	110.92799	24.891532	95.088643	114.849705
CULTURE	1	20140816	1144000000	서울특별시	마포구			2606.744153	1428.844092	1177.900061	148.649246	146.209204	138.57219	94.928716	56.767413	20.632613	120.999136	98.484205	104.211965	126.053508	122.955922	165.363532	46.894751	1.7619	36.359791	148.649246	146.264659	128.566434	104.023417	2.926466	75.517708	58.484949	37.087051	69.187861	55.094243	94.776609	84.588643	18.351015	73.594195	80.787565
CULTURE	1	20140816	1165000000	서울특별시	서초구			2619.053293	1126.183883	1492.86941	147.162969	146.093217	121.409687	104.182723	60.362523	15.044671	48.221237	37.531644	47.89635	90.49624	116.61403	81.534098	49.124583	6.740228	53.769683	147.162969	147.162969	117.637822	95.791115	47.153071	59.259489	86.098372	56.779251	104.640734	99.149343	138.175468	199.064152	94.941653	22.334831	77.518171
CULTURE	1	20140816	1138000000	서울특별시	은평구			2494.666251	1522.770275	971.895976	143.176417	137.666848	129.116437	98.990148	33.698234	59.251242	75.278366	65.364277	122.560338	52.573927	195.799196	208.385777	106.337285	52.965789	41.605994	143.176417	141.538437	117.81516	95.439885	8.763845	12.941085	27.847485	23.709431	35.136105	20.83317	100.921762	78.664045	21.675933	81.709069	61.724147
CULTURE	1	20140816	1126000000	서울특별시	중랑구			2256.595445	1489.475836	767.119609	122.341597	121.296311	106.987663	85.272022	65.286986	11.205787	62.791684	39.359282	72.621524	90.938255	226.77004	274.693975	154.105366	46.427076	9.378268	122.341597	121.517829	117.75203	90.844572	41.134652	2.825964	9.579018	21.3296	30.072621	9.859145	67.118198	56.679184	6.630066	38.753339	30.681794
CULTURE	1	20140816	1121500000	서울특별시	광진구			2407.430104	1302.001281	1105.428823	131.368563	128.221801	127.193806	110.34568	45.966533	3.800964	51.802823	20.627641	57.955096	109.441149	181.345845	196.616667	98.50203	31.619598	7.193085	131.368563	128.833889	122.720852	97.907729	44.954233	18.404766	15.642521	6.751545	2.351309	89.524733	126.022468	181.22029	35.064558	36.926458	67.734909
CULTURE	1	20140816	1150000000	서울특별시	강서구			2416.323432	1355.667183	1060.656249	141.421288	128.669097	126.048667	100.740603	9.180894	98.39502	65.703659	22.12087	31.424678	65.515876	158.178385	241.25541	131.700945	4.554598	30.757193	141.421288	137.093738	106.007071	96.959331	34.512858	21.412414	7.926161	15.539919	42.153931	97.439031	121.432613	64.713529	9.513784	62.253569	102.277012
CULTURE	1	20140816	4500000000	전라북도				2373.476219	1145.394814	1228.081405	142.643529	139.744404	108.915324	113.479719	14.158828	74.756277	78.647662	6.841991	7.325179	119.028321	92.211422	117.596015	29.293522	35.393188	65.359433	142.643529	127.880429	109.35537	97.620819	39.44851	7.515577	15.677992	31.02782	23.184653	55.825686	191.955102	234.182227	115.835833	15.573877	20.353981
CULTURE	1	20140816	2900000000	광주광역시				2324.865824	1010.220723	1314.645101	140.28753	137.072534	98.956973	71.754537	44.051991	39.493245	98.69382	21.99831	59.417289	74.090172	46.360834	53.817838	7.767192	31.38848	85.069978	138.80506	134.893482	97.322684	85.58795	7.642164	8.213719	4.030056	12.884393	85.842767	171.433099	222.85517	230.160356	53.505269	0.734686	60.734246
CULTURE	1	20140816	1162000000	서울특별시	관악구			2557.718839	1385.308998	1172.409841	150.956944	150.689781	115.632069	123.21158	60.547034	56.915598	177.406073	105.954835	71.906405	65.682498	32.861039	158.091183	67.790116	14.812699	32.851144	150.956944	146.256856	139.637153	92.141522	9.548601	50.741165	34.117694	33.147993	52.166034	46.516032	101.413066	138.10344	86.04625	14.525747	77.091344
CULTURE	1	20140816	1114000000	서울특별시	중구			2515.336294	1425.136476	1090.199818	135.93841	135.795743	122.62583	110.499167	59.478014	6.450613	73.032533	85.391031	181.682087	166.853674	180.424837	123.037186	40.834458	1.53753	1.555363	135.85816	132.630328	124.837163	100.583837	34.145772	2.269886	68.850617	63.670035	71.168949	53.059205	90.696445	56.697205	52.0326	39.674103	64.025513
CULTURE	1	20140816	1120000000	서울특별시	성동구			2463.499015	1443.791036	1019.707979	149.040862	144.813641	132.62398	112.783148	56.112269	39.728186	111.761653	5.285199	43.373037	93.858715	131.261093	206.326914	134.353693	44.688395	37.780251	149.040862	148.026731	119.45031	104.670095	30.839306	36.33436	16.041687	22.967236	23.793268	80.002264	100.566042	126.531827	5.348121	37.978392	18.117478
