EVENT	SECTOR	DATE	INFLOW_CD	INFLOW_NM1	INFLOW_NM2	INFLOW_NM3	INFLOW_NM4	SUM	SUM_M	SUM_F	M_0004	M_0509	M_1014	M_1519	M_2024	M_2529	M_3034	M_3539	M_4044	M_4549	M_5054	M_5559	M_6064	M_6569	M_70U	F_0004	F_0509	F_1014	F_1519	F_2024	F_2529	F_3034	F_3539	F_4044	F_4549	F_5054	F_5559	F_6064	F_6569	F_70U
LAMP	1	20141024	1174000000	서울특별시	강동구			2551.249063	1626.933447	924.315616	116.001859	115.760707	114.692748	103.976062	50.238928	93.686382	163.707896	139.110398	185.552023	132.490645	117.674375	137.878138	110.898271	3.037101	42.227914	116.001859	114.98425	112.183178	92.957273	5.951771	79.251716	88.407539	20.535192	3.394854	14.596141	5.093165	35.165607	64.178041	87.055675	84.559355
LAMP	1	20141024	1159000000	서울특별시	동작구			2550.229319	1495.043821	1055.185498	122.859064	121.07619	119.383303	108.857596	66.017996	57.708977	187.150146	145.947192	179.085031	110.348761	87.027978	113.15243	58.445749	12.66675	5.316658	122.859064	122.605974	118.927742	97.043945	16.820228	114.862188	111.251447	61.032885	34.509115	20.771235	9.276102	12.790482	37.025199	85.981126	89.428766
LAMP	1	20141024	1153000000	서울특별시	구로구			2495.154184	1480.256924	1014.89726	116.701428	116.662264	110.959401	91.763076	35.888272	58.28278	183.673467	185.182784	183.107098	168.348342	54.191661	75.882424	25.69542	25.621311	48.297196	116.701428	116.243512	113.399612	69.051039	10.864361	81.648552	130.627501	71.43883	18.633872	3.918497	20.017863	20.722813	59.217893	96.857392	85.554095
LAMP	1	20141024	2600000000	부산광역시				2392.240182	1355.545913	1036.694269	98.257971	97.828873	93.076618	79.831807	30.299649	222.760619	263.00639	117.756877	106.14979	20.802291	18.238433	15.016625	50.524446	74.400148	67.595376	98.257971	97.138741	90.080087	38.724264	58.713057	175.792319	123.875093	43.708947	13.221568	41.187999	36.053132	19.711668	64.470116	66.969609	68.789698
LAMP	1	20141024	2700000000	대구광역시				2375.028012	1325.9567	1049.071312	98.770022	97.624435	88.728703	63.017745	37.450235	265.770709	239.397303	107.43564	77.804783	35.308486	15.66914	25.147628	34.80642	61.364115	77.661336	98.770022	93.958557	91.617575	51.462259	78.716272	176.310325	102.051382	2.978028	23.474074	27.683857	42.955031	32.296091	67.620017	82.388128	76.789694
LAMP	1	20141024	4800000000	경상남도				2317.735582	1201.792321	1115.943261	100.560078	100.502925	41.443766	48.2397	40.554268	248.858993	229.27652	92.24597	68.465396	27.580684	6.787621	9.869691	50.853121	67.863738	68.68985	100.560078	97.759613	80.655473	54.34461	171.121407	196.720464	77.256468	6.627594	33.665851	16.452603	25.306021	30.51208	57.591903	92.844511	74.524585
LAMP	1	20141024	4400000000	충청남도				2386.507673	1238.629807	1147.877866	107.11334	103.987171	97.29382	29.67367	49.853834	171.556707	234.950946	134.31622	57.730664	25.078946	49.027633	1.677338	51.193993	58.099477	67.076048	107.11334	100.352999	92.995338	4.396361	173.008143	209.584319	86.469087	11.843342	9.336824	35.998579	39.035429	41.346561	83.030674	90.572557	62.794313
LAMP	1	20141024	4700000000	경상북도				2260.111863	1188.130109	1071.981754	97.569743	94.991676	82.390666	50.678898	62.880023	242.760869	263.540396	84.496518	39.341604	1.674968	1.323649	9.897916	32.508437	58.258103	65.816643	97.569743	97.146093	89.84071	13.903993	118.280038	203.588725	99.846088	5.423756	41.079604	37.380414	29.759877	28.04461	66.395287	76.030746	67.69207
LAMP	1	20141024	4200000000	강원도				2463.40481	1359.382341	1104.022469	108.410495	105.181624	94.266887	70.229096	5.061255	241.195506	217.924572	102.671177	93.047988	69.413806	73.075115	23.223654	38.528503	52.574091	64.578572	107.384175	106.813357	97.720626	44.928586	133.841313	156.524131	103.743623	11.980264	21.623057	23.842905	33.742854	24.880757	75.971874	80.417337	80.60761
LAMP	1	20141024	1154500000	서울특별시	금천구			2533.784756	1498.510826	1035.27393	118.891507	118.269388	115.018994	77.957507	56.798487	102.974127	185.492206	180.270604	173.741854	83.276038	85.575779	137.323456	28.270976	14.605338	20.044565	118.863546	118.765685	108.86771	95.929043	8.293282	118.764752	104.449037	38.245843	5.609085	26.810977	37.575725	18.003457	62.551336	86.352612	86.19184
LAMP	1	20141024	4500000000	전라북도				2437.528798	1274.891292	1162.637506	102.501204	101.605177	78.461902	45.861245	69.848994	209.801064	211.335356	116.405581	83.504202	54.309675	21.261005	6.147605	50.770982	66.310301	56.766999	102.501204	101.408788	79.143128	57.63234	76.998799	250.938526	112.281401	12.079795	31.733475	52.115023	45.161607	56.754725	54.766281	85.12687	43.995544
LAMP	1	20141024	3000000000	대전광역시				2522.117517	1439.005905	1083.111612	103.534406	102.982716	96.070727	81.885296	41.655408	164.029317	244.125951	176.153833	100.324876	86.31066	38.326238	24.147149	49.360901	72.481187	57.61724	103.534406	101.587635	97.053624	59.462551	110.502622	168.493573	87.014541	19.974591	17.775014	18.345729	33.818438	48.657019	54.338801	82.107241	80.445827
LAMP	1	20141024	2900000000	광주광역시				2510.075282	1415.859185	1094.216097	104.660431	102.030426	93.959282	83.120474	62.290545	220.916794	208.954981	144.530727	75.773848	93.256498	45.785996	12.472599	53.458654	55.501799	59.146131	104.660431	100.320561	91.553878	61.761645	65.840689	184.502455	124.483279	28.701831	12.371167	18.036907	24.963312	39.482677	71.318054	77.440242	88.778969
LAMP	1	20141024	4600000000	전라남도				2388.990611	1257.188319	1131.802292	105.636674	105.334396	82.965806	60.446077	73.765464	215.60953	186.099617	160.549548	66.034698	32.391129	2.710932	4.105443	47.485897	55.284676	58.768432	105.636674	100.490387	73.368472	24.331384	160.7158	224.239574	70.984504	1.940122	27.679115	43.117976	42.309382	64.005403	68.940095	87.764473	36.278931
LAMP	1	20141024	4300000000	충청북도				2517.650299	1403.60029	1114.050009	106.682069	105.028498	85.320799	58.23563	36.995727	228.006983	227.673089	126.29649	119.157517	64.192194	63.651604	10.4114	32.430389	67.552865	71.965036	106.682069	102.190399	98.692461	29.942083	115.778829	157.24529	90.625475	18.790551	46.040547	41.620425	48.11546	50.094975	61.916415	81.226622	65.088408
